EmpID,onboarding_completion_rate,learning_completion_rate,average_assessment_score,total_usage_records,productivity_score,productivity_segment,Department
10248,78.57142857142857,70.0,83.45125,45,73.06455549845836,Medium Productivity,Production       
10201,66.66666666666666,81.81818181818183,82.57111111111111,45,71.09744931327664,Medium Productivity,Production       
10214,71.42857142857143,90.0,85.81888888888889,45,78.77432339842412,High Productivity,Production       
10160,71.42857142857143,63.63636363636363,85.565,45,70.81094864368245,Medium Productivity,Production       
10289,85.71428571428571,63.63636363636363,84.41666666666667,45,74.92888286773179,Medium Productivity,Production       
10139,64.28571428571429,60.0,83.87333333333333,45,65.24623158615964,Medium Productivity,Production       
10227,64.28571428571429,70.0,85.75714285714285,45,70.19578622816032,Medium Productivity,Production       
10236,85.71428571428571,70.0,83.23,45,75.50436793422404,High Productivity,Production       
10009,64.28571428571429,70.0,82.66,45,66.85354573484068,Medium Productivity,Production       
10060,71.42857142857143,81.81818181818183,87.92555555555556,45,78.6613410570245,High Productivity,Production       
10034,90.9090909090909,80.0,86.27,45,83.649662088511,High Productivity,Production       
10156,71.42857142857143,70.0,83.39142857142858,45,70.32142857142857,Medium Productivity,IT/IS
10036,57.14285714285714,75.0,86.54166666666667,45,69.82215656046591,Medium Productivity,Production       
10138,71.42857142857143,81.81818181818183,83.61699999999999,45,74.01182067333144,Medium Productivity,Production       
10244,78.57142857142857,90.0,86.0911111111111,45,81.74665981500512,High Productivity,Sales
10192,85.71428571428571,54.54545454545454,80.40428571428572,45,67.94746021364726,Medium Productivity,Production       
10231,78.57142857142857,63.63636363636363,76.99125000000001,45,64.23727187081504,Medium Productivity,Sales
10089,92.85714285714286,70.0,88.17857142857143,45,83.52312435765671,High Productivity,Executive Office
10166,71.42857142857143,72.72727272727273,83.171,45,70.87901055778754,Medium Productivity,Production       
10170,78.57142857142857,72.72727272727273,84.69999999999999,45,75.20758198635895,High Productivity,Production       
10208,78.57142857142857,70.0,84.71857142857142,45,74.43216855087357,Medium Productivity,Production       
10176,83.33333333333334,60.0,78.28,45,66.3531175059952,Medium Productivity,Production       
10165,78.57142857142857,66.66666666666666,84.655,45,73.39134406760304,Medium Productivity,Sales
10113,92.85714285714286,80.0,88.04125,45,86.29160243233984,High Productivity,IT/IS
10092,71.42857142857143,80.0,83.53,45,73.3876327509421,Medium Productivity,Production       
10106,64.28571428571429,80.0,86.5775,45,73.99773038711886,Medium Productivity,Production       
10052,78.57142857142857,44.44444444444444,79.616,45,61.47209280194892,Medium Productivity,Production       
10038,85.71428571428571,90.0,84.13222222222223,45,82.31132237067487,High Productivity,Admin Offices
10249,50.0,80.0,88.67,45,70.89868105515586,Medium Productivity,Production       
10232,71.42857142857143,90.0,88.68444444444444,45,81.86664953751283,High Productivity,IT/IS
10087,66.66666666666666,81.81818181818183,90.21,45,79.340854589056,High Productivity,Production       
10134,71.42857142857143,60.0,88.94857142857143,45,73.40167865707431,Medium Productivity,Admin Offices
10251,58.333333333333336,63.63636363636363,92.79285714285712,45,73.70008019558374,Medium Productivity,Production       
10103,58.333333333333336,72.72727272727273,86.37375,45,69.42450130804446,Medium Productivity,Sales
10017,85.71428571428571,90.0,88.86,45,87.41324083590268,High Productivity,Production       
10186,50.0,81.81818181818183,85.21666666666667,45,67.70236538042292,Medium Productivity,Production       
10137,71.42857142857143,100.0,82.72272727272727,45,78.34980846491636,High Productivity,Production       
10008,53.84615384615385,63.63636363636363,81.94571428571429,45,60.311838042053864,Medium Productivity,IT/IS
10096,57.14285714285714,50.0,77.23,45,52.48192874272011,Medium Productivity,Production       
10035,85.71428571428571,54.54545454545454,88.77833333333332,45,76.9842022485907,High Productivity,Production       
10057,78.57142857142857,50.0,88.988,45,73.20613223706748,Medium Productivity,Production       
10004,85.71428571428571,70.0,85.36142857142856,45,77.80447070914694,High Productivity,Production       
10191,71.42857142857143,45.45454545454545,81.42857142857143,45,61.044146500981036,Medium Productivity,Production       
10219,71.42857142857143,70.0,87.75,45,75.0249229188078,High Productivity,Production       
10077,78.57142857142857,63.63636363636363,87.82714285714285,45,75.93068142888283,High Productivity,Production       
10073,71.42857142857143,54.54545454545454,86.73,45,69.41662773677162,Medium Productivity,Production       
10279,57.14285714285714,80.0,84.08500000000001,45,68.6294107571086,Medium Productivity,Production       
10110,57.14285714285714,60.0,87.58333333333333,45,66.57125727989035,Medium Productivity,Software Engineering
10053,85.71428571428571,50.0,85.332,45,71.9393799246317,Medium Productivity,Production       
10076,78.57142857142857,50.0,89.952,45,74.24642000685165,Medium Productivity,Production       
10145,71.42857142857143,72.72727272727273,85.0488888888889,45,72.90550935874677,Medium Productivity,Production       
10202,80.0,70.0,84.10142857142857,45,74.301901336074,Medium Productivity,Sales
10128,92.85714285714286,81.81818181818183,86.41,45,85.06156373602415,High Productivity,Production       
10068,78.57142857142857,81.81818181818183,86.59333333333332,45,79.90226260549998,High Productivity,Production       
10116,85.71428571428571,70.0,85.04375,45,77.46165210688591,High Productivity,Production       
10298,64.28571428571429,70.0,86.37428571428572,45,70.8617677286742,Medium Productivity,Production       
10213,78.57142857142857,87.5,87.8125,45,82.87510705721137,High Productivity,Production       
10288,78.57142857142857,70.0,81.58,45,71.04522096608427,Medium Productivity,IT/IS
10025,57.14285714285714,45.45454545454545,84.166,45,58.64106325329346,Medium Productivity,Production       
10223,92.85714285714286,70.0,81.63571428571429,45,76.46248715313462,High Productivity,Production       
10151,71.42857142857143,63.63636363636363,83.85666666666667,45,68.96742346382634,Medium Productivity,IT/IS
10254,64.28571428571429,40.0,82.76333333333334,45,58.2150565262076,Medium Productivity,Production       
10120,50.0,80.0,89.57,45,71.86990407673859,Medium Productivity,Production       
10216,92.85714285714286,80.0,87.3875,45,85.58611682082903,High Productivity,Production       
10079,71.42857142857143,54.54545454545454,86.08428571428571,45,68.71981375938209,Medium Productivity,IT/IS
10215,85.71428571428571,60.0,85.54285714285713,45,75.0835902706406,High Productivity,Production       
10185,64.28571428571429,90.0,91.92444444444445,45,82.68448098663926,High Productivity,Production       
10063,90.9090909090909,72.72727272727273,87.075,45,82.3971550032701,High Productivity,Production       
10037,57.14285714285714,63.63636363636363,84.95125,45,64.7914856426547,Medium Productivity,Production       
10042,71.42857142857143,60.0,85.36,45,69.52911956149366,Medium Productivity,Sales
10206,71.42857142857143,70.0,80.70375,45,67.421056012333,Medium Productivity,Production       
10104,78.57142857142857,81.81818181818183,86.58999999999999,45,79.89866548319785,High Productivity,Production       
10303,92.85714285714286,60.0,84.76,45,76.91735183281946,High Productivity,Production       
10078,92.85714285714286,45.45454545454545,90.844,45,79.24039521629447,High Productivity,Production       
10121,78.57142857142857,88.88888888888889,87.74,45,83.20196223973201,High Productivity,Sales
10021,92.85714285714286,72.72727272727273,85.67999999999999,45,81.62227880033635,High Productivity,Production       
10281,50.0,80.0,85.55875,45,67.5412170263789,Medium Productivity,Production       
10041,57.14285714285714,80.0,87.93125,45,72.78004025351147,Medium Productivity,Sales
10148,85.71428571428571,36.36363636363637,81.12833333333333,45,63.42577626210718,Medium Productivity,Production       
10005,71.42857142857143,63.63636363636363,87.16714285714285,45,72.53987978448409,Medium Productivity,Software Engineering
10259,69.23076923076923,80.0,80.97625,45,69.80761160302525,Medium Productivity,IT/IS
10286,78.57142857142857,63.63636363636363,81.18375,45,68.7615524463546,Medium Productivity,Production       
10297,57.14285714285714,70.0,84.485,45,66.1443987667009,Medium Productivity,Production       
10171,50.0,54.54545454545454,79.96,45,54.075158055373876,Medium Productivity,Production       
10032,85.71428571428571,70.0,79.86714285714287,45,71.87538540596094,Medium Productivity,Production       
10130,71.42857142857143,90.9090909090909,88.479,45,81.91009841477465,High Productivity,Production       
10217,78.57142857142857,40.0,78.892,45,59.39450154162383,Medium Productivity,Production       
10016,64.28571428571429,63.63636363636363,80.49888888888889,45,62.66535083621414,Medium Productivity,IT/IS
10050,100.0,90.9090909090909,89.58200000000001,45,93.81467189884457,High Productivity,Production       
10164,64.28571428571429,72.72727272727273,85.0975,45,70.27939596374847,Medium Productivity,Production       
10124,92.85714285714286,81.81818181818183,85.29777777777777,45,83.86132392787067,High Productivity,Sales
10187,83.33333333333334,72.72727272727273,80.545,45,72.50948332243297,Medium Productivity,Production       
10225,85.71428571428571,60.0,83.69571428571429,45,73.09027064063034,Medium Productivity,Production       
10262,50.0,81.81818181818183,84.21555555555555,45,66.62202964900806,Medium Productivity,Production       
10131,64.28571428571429,80.0,85.6375,45,72.98334189791024,Medium Productivity,Software Engineering
10239,66.66666666666666,70.0,82.42857142857143,45,67.49665981500513,Medium Productivity,IT/IS
10152,53.84615384615385,50.0,82.24666666666667,45,56.65933407120457,Medium Productivity,Production       
10140,64.28571428571429,60.0,80.14833333333333,45,61.226447413497766,Medium Productivity,Sales
10058,92.85714285714286,70.0,83.90666666666667,45,78.9131551901336,High Productivity,Production       
10011,64.28571428571429,60.0,81.61666666666666,45,62.810979787598484,Medium Productivity,Production       
10230,78.57142857142857,90.0,89.41444444444444,45,85.33299075025693,High Productivity,Production       
10224,61.53846153846154,54.54545454545454,86.78666666666668,45,65.7689876071171,Medium Productivity,Production       
10047,92.85714285714286,55.55555555555556,83.66333333333334,45,74.4376022991131,Medium Productivity,Production       
10285,72.72727272727273,81.81818181818183,80.24199999999999,45,70.85674732940919,Medium Productivity,Production       
10020,50.0,63.63636363636363,82.99222222222221,45,59.998855461085654,Medium Productivity,Production       
10162,50.0,80.0,84.8475,45,66.77368105515586,Medium Productivity,IT/IS
10149,85.71428571428571,45.45454545454545,79.648,45,64.47980939923384,Medium Productivity,IT/IS
10086,75.0,63.63636363636363,84.63666666666667,45,71.14843579681708,Medium Productivity,IT/IS
10054,64.28571428571429,36.36363636363637,81.61,45,55.90984614905478,Medium Productivity,Production       
10065,92.85714285714286,70.0,87.82714285714285,45,83.1438848920863,High Productivity,Production       
10198,91.66666666666666,40.0,82.428,45,68.12104316546761,Medium Productivity,IT/IS
10222,85.71428571428571,80.0,84.61625,45,79.91698783830077,High Productivity,IT/IS
10126,92.85714285714286,45.45454545454545,82.88428571428572,45,70.65077548350929,Medium Productivity,Software Engineering
10295,78.57142857142857,81.81818181818183,82.93199999999999,45,75.95118346880935,High Productivity,Production       
10260,72.72727272727273,100.0,87.831,45,84.34934597776324,High Productivity,Production       
10233,71.42857142857143,70.0,83.02428571428571,45,69.92523124357656,Medium Productivity,Production       
10229,78.57142857142857,63.63636363636363,84.07714285714285,45,71.88391883895478,Medium Productivity,IT/IS
10169,78.57142857142857,70.0,88.7875,45,78.82309866392599,High Productivity,Production       
10071,71.42857142857143,81.81818181818183,82.215,45,72.49887103304368,Medium Productivity,Production       
10179,71.42857142857143,72.72727272727273,84.25222222222222,45,72.04579712853092,Medium Productivity,IT/IS
10091,71.42857142857143,100.0,87.5,45,83.50513874614593,High Productivity,Production       
10178,92.85714285714286,50.0,85.58999999999999,45,74.89636861939017,Medium Productivity,IT/IS
10039,78.57142857142857,70.0,88.83,45,78.8689619732785,High Productivity,Admin Offices
10095,64.28571428571429,50.0,82.865,45,61.24143542309008,Medium Productivity,Production       
10027,64.28571428571429,90.9090909090909,87.763,45,78.45886511569965,High Productivity,Production       
10291,57.14285714285714,70.0,88.43625,45,70.40833761562178,Medium Productivity,Sales
10153,63.63636363636363,80.0,89.7025,45,77.12652605188575,High Productivity,Admin Offices
10157,64.28571428571429,90.0,87.74333333333333,45,78.17249057896538,High Productivity,Production       
10119,85.71428571428571,81.81818181818183,85.93555555555555,45,81.87100189977886,High Productivity,IT/IS
10180,85.71428571428571,100.0,88.925,45,90.40005138746143,High Productivity,IT/IS
10302,71.42857142857143,63.63636363636363,81.89999999999999,45,66.85591267245941,Medium Productivity,Production       
10090,53.84615384615385,80.0,87.9075,45,71.51814702084485,Medium Productivity,Production       
10030,85.71428571428571,70.0,84.48428571428572,45,76.85791366906474,High Productivity,Production       
10278,75.0,45.45454545454545,79.874,45,60.705837148463026,Medium Productivity,Production       
10307,75.0,54.54545454545454,82.88857142857144,45,66.61048693512723,Medium Productivity,Sales
10147,71.42857142857143,60.0,83.38857142857144,45,67.40167865707434,Medium Productivity,Admin Offices
10266,78.57142857142857,80.0,86.25125,45,79.00280489893798,High Productivity,Production       
10241,78.57142857142857,80.0,89.115,45,82.0931825967797,High Productivity,Sales
10158,92.85714285714286,55.55555555555556,80.226,45,70.72824978112747,Medium Productivity,Production       
10117,78.57142857142857,63.63636363636363,89.40857142857143,45,77.63725902394967,High Productivity,Production       
10209,57.14285714285714,50.0,75.26599999999999,45,50.362504282288434,Medium Productivity,Production       
10024,85.71428571428571,100.0,84.411,45,85.52882836587872,High Productivity,Software Engineering
10173,64.28571428571429,90.9090909090909,88.994,45,79.7872823818867,High Productivity,IT/IS
10221,50.0,72.72727272727273,75.5175,45,54.58412361020275,Medium Productivity,Production       
10146,64.28571428571429,45.45454545454545,81.138,45,58.052008782584316,Medium Productivity,Production       
10161,84.61538461538461,72.72727272727273,85.38777777777779,45,78.21627173785447,High Productivity,Sales
10141,64.28571428571429,70.0,87.47142857142856,45,72.04573484069886,Medium Productivity,Production       
10268,92.85714285714286,66.66666666666666,82.63857142857144,45,76.57248486924746,High Productivity,Production       
10123,83.33333333333334,63.63636363636363,88.28999999999999,45,78.21588183998254,High Productivity,Production       
10013,64.28571428571429,80.0,83.10875,45,70.25447499143542,Medium Productivity,Sales
10287,85.71428571428571,100.0,89.795,45,91.33890030832475,High Productivity,Production       
10044,64.28571428571429,70.0,82.93857142857142,45,67.1541623843782,Medium Productivity,IT/IS
10102,92.85714285714286,72.72727272727273,81.21125,45,76.79988671400542,High Productivity,Software Engineering
10270,78.57142857142857,55.55555555555556,82.39,45,67.70635872254577,Medium Productivity,Production       
10045,71.42857142857143,80.0,84.36875,45,74.29275865022268,Medium Productivity,IT/IS
10205,85.71428571428571,100.0,84.55375000000001,45,85.68287512846865,High Productivity,Sales
10014,85.71428571428571,87.5,90.16142857142856,45,88.08849349092152,High Productivity,Production       
10144,71.42857142857143,40.0,77.64833333333333,45,55.37384378211715,Medium Productivity,Production       
10253,78.57142857142857,70.0,82.48857142857142,45,72.02569373072969,Medium Productivity,Sales
10118,57.14285714285714,90.0,90.46555555555555,45,78.43156903048988,High Productivity,IT/IS
10022,64.28571428571429,36.36363636363637,75.10000000000001,45,48.884666292939684,Low Productivity,Production       
10183,78.57142857142857,60.0,82.37,45,68.98107228502911,Medium Productivity,Production       
10190,66.66666666666666,81.81818181818183,88.0188888888889,45,76.97634619577065,High Productivity,Production       
10274,71.42857142857143,70.0,86.98,45,74.19398766700924,Medium Productivity,Production       
10293,78.57142857142857,80.0,88.05555555555556,45,80.94989722507707,High Productivity,Production       
10172,85.71428571428571,54.54545454545454,84.25857142857141,45,72.10676134417139,Medium Productivity,IT/IS
10127,72.72727272727273,72.72727272727273,84.1975,45,72.47375735775017,Medium Productivity,IT/IS
10072,64.28571428571429,80.0,82.44625,45,69.53954693388147,Medium Productivity,Production       
10048,50.0,80.0,80.35,45,61.920263788968825,Medium Productivity,Production       
10204,64.28571428571429,90.0,83.02222222222223,45,73.07776635834189,Medium Productivity,Production       
10264,58.333333333333336,63.63636363636363,83.77285714285715,45,63.9662672459435,Medium Productivity,Production       
10033,85.71428571428571,60.0,76.87428571428572,45,65.72901678657074,Medium Productivity,Production       
10174,71.42857142857143,100.0,84.815,45,80.60765673175744,High Productivity,Production       
10135,64.28571428571429,54.54545454545454,80.5457142857143,45,60.064366688467416,Medium Productivity,Production       
10301,57.14285714285714,60.0,88.61166666666666,45,67.68096951010618,Medium Productivity,Production       
10010,78.57142857142857,66.66666666666666,79.6,45,67.93630809638003,Medium Productivity,IT/IS
10043,78.57142857142857,72.72727272727273,85.2875,45,75.84157479211434,High Productivity,IT/IS
10271,90.9090909090909,70.0,84.35714285714286,45,78.66876109502007,High Productivity,Production       
